Ref.* (p.ref)|Etiqueta* (p.label)|Descripción (p.description)|URL pública (p.url)|Código contable ventas (p.accountancy_code_sell)|Código contable compras (p.accountancy_code_buy)|Nota (p.note)|Length (p.length)|Surface (p.surface)|Volume (p.volume)|Weight (p.weight)|Duración (p.duration)|Código aduanero (p.customcode)|PVP sin IVA (p.price)|PVP con IVA (p.price_ttc)|IVA (p.tva_tx)|En venta* (p.tosell)|En compra* (p.tobuy)|Tipo* (p.fk_product_type)|Naturaleza (p.finished)|Fecha de creación (p.datec)|Stock límite para alertas (p.seuil_stock_alerte)|Stock óptimo deseado (p.desiredstock)|Valor (PMP) (p.pmp)|CostPrice (p.cost_price)
35DN005|"TRANSICION CA-RE PVC 2 "" x 20 CM"|PZA||||||||||||8,7696||1|1|0||||||
35DN006|"TRANSICION CA-RE PVC 2 1/2"" x 25 CM"|PZA||||||||||||17,3304||1|1|0||||||
35DN007|"TRANSICION CA-RE PVC 3"" x 30 CM"|PZA||||||||||||27,5616||1|1|0||||||
35DN008|"TRANSICION CA-RE PVC 4"" x 35 CM"|PZA||||||||||||45,1704||1|1|0||||||
35DN009|"TRANSICION CA-RE PVC 6"""|PZA||||||||||||113,7264||1|1|0||||||
35DN021|"TRANSICION PO RE  1/2"""|PZA||||||||||||3,8976||1|1|0||||||
35DN022|"TRANSICION PO RE  3/4"""|PZA||||||||||||5,8464||1|1|0||||||
35DN023|"TRANSICION PO RE 1 """|PZA||||||||||||7,7952||1|1|0||||||
35DN024|"TRANSICION PO RE 1 1/2"""|PZA||||||||||||11,6928||1|1|0||||||
35DN025|"TRANSICION PO RE 2"""|PZA||||||||||||17,5392||1|1|0||||||
35DN029|"TRANSICION PO RI  1/2"""|PZA||||||||||||3,8976||1|1|0||||||
35DN030|"TRANSICION PO RI  3/4"""|PZA||||||||||||5,8464||1|1|0||||||
35DN031|"TRANSICION PO RI 1 """|PZA||||||||||||7,7952||1|1|0||||||
35DN032|"TRANSICION PO RI 1 1/2"""|PZA||||||||||||11,6928||1|1|0||||||
35DN033|"TRANSICION PO RI 2"""|PZA||||||||||||17,5392||1|1|0||||||
35DN051|"TRANSICION PVC JR RE  1 1/2"""|PZA||||||||||||15,4512||1|1|0||||||
35DN052|"TRANSICION PVC JR RE  2 """|PZA||||||||||||19,5576||1|1|0||||||
35DN053|"TRANSICION PVC JR RE  2 1/2"""|PZA||||||||||||37,3056||1|1|0||||||
35DN054|"TRANSICION PVC JR RE  3"""|PZA||||||||||||56,0976||1|1|0||||||
35DN055|"TRANSICION PVC JR RE  4"""|PZA||||||||||||90,48||1|1|0||||||
35DN056|"TRANSICION PVC JR RE  6"""|PZA||||||||||||178,176||1|1|0||||||
35DN057|"TRANSICION PVC JR RE  8"""|PZA||||||||||||334,776||1|1|0||||||
35DN058|"TRANSICION PVC JR RE 10"""|PZA||||||||||||568,0752||1|1|0||||||
35DN062|"TRANSICION PVC JR TU  1 1/2"""|PZA||||||||||||15,4512||1|1|0||||||
35DN063|"TRANSICION PVC JR TU  2 """|PZA||||||||||||19,5576||1|1|0||||||
35DN064|"TRANSICION PVC JR TU  2 1/2"""|PZA||||||||||||37,3056||1|1|0||||||
35DN065|"TRANSICION PVC JR TU  3"""|PZA||||||||||||56,0976||1|1|0||||||
35DN066|"TRANSICION PVC JR TU  4"""|PZA||||||||||||90,48||1|1|0||||||
35DN067|"TRANSICION PVC JR TU  6"""|PZA||||||||||||178,176||1|1|0||||||
35DN068|"TRANSICION PVC JR TU  8"""|PZA||||||||||||334,776||1|1|0||||||
35DN069|"TRANSICION PVC JR TU 10"""|PZA||||||||||||568,0752||1|1|0||||||
35DO001|"YEE PVC  1 """|PZA||||||||||||4,872||1|1|0||||||
35DO002|"YEE PVC  1 1/2"""|PZA||||||||||||8,5608||1|1|0||||||
35DO003|"YEE PVC  2 """|PZA||||||||||||14,964||1|1|0||||||
35DO004|"YEE PVC  3"""|PZA||||||||||||29,9976||1|1|0||||||
35DO005|"YEE PVC  4"""|PZA||||||||||||52,2||1|1|0||||||
35DO006|"YEE PVC  6"""|PZA||||||||||||174||1|1|0||||||
35DO050|"YEE PVC 45 LATERAL CA  1 """|PZA||||||||||||11,2056||1|1|0||||||
35DO051|"YEE PVC 45 LATERAL CA  1 1/2"""|PZA||||||||||||12,876||1|1|0||||||
35DO052|"YEE PVC 45 LATERAL CA  2 """|PZA||||||||||||56,2368||1|1|0||||||
35DO100|"YEE PVC CAMPANA  2 """|PZA||||||||||||24,5688||1|1|0||||||
35DO101|"YEE PVC CAMPANA  2 1/2"""|PZA||||||||||||45,0312||1|1|0||||||
35DO102|"YEE PVC CAMPANA  3"""|PZA||||||||||||74,5416||1|1|0||||||
35DO103|"YEE PVC CAMPANA  4"""|PZA||||||||||||127,7856||1|1|0||||||
35DO104|"YEE PVC CAMPANA  6"""|PZA||||||||||||225,2952||1|1|0||||||
35DO105|"YEE PVC CAMPANA  8"""|PZA||||||||||||479,196||1|1|0||||||
35DO106|"YEE PVC CAMPANA 10"""|PZA||||||||||||1712,0904||1|1|0||||||
35DO150|"YEE PVC P/DESAGUE  1 1/2"""|PZA||||||||||||2,0184||1|1|0||||||
35DO151|"YEE PVC P/DESAGUE  2 """|PZA||||||||||||3,5496||1|1|0||||||
35DO152|"YEE PVC P/DESAGUE  2 1/2"""|PZA||||||||||||5,4288||1|1|0||||||
35DO153|"YEE PVC P/DESAGUE  3"""|PZA||||||||||||8,2824||1|1|0||||||
35DO154|"YEE PVC P/DESAGUE  4"""|PZA||||||||||||15,3816||1|1|0||||||
35DO155|"YEE PVC P/DESAGUE  6"""|PZA||||||||||||58,6032||1|1|0||||||
35DO200|"YEE RED. PVC DESAGUE  2  x 2 x 1 1/2"""|PZA||||||||||||3,132||1|1|0||||||
35DO201|"YEE RED. PVC DESAGUE  2 1/2 x 2 1/2 x 2"""|PZA||||||||||||5,0112||1|1|0||||||
35DO202|"YEE RED. PVC DESAGUE  3 x 3 x 2"""|PZA||||||||||||7,0296||1|1|0||||||
35DO203|"YEE RED. PVC DESAGUE  4 x 4 x 2"""|PZA||||||||||||12,4584||1|1|0||||||
35DO204|"YEE RED. PVC DESAGUE  4 x 4 x 3"""|PZA||||||||||||13,6416||1|1|0||||||
35DP001|LIMPIADOR PVC|GR||||||||||||0,05568||1|1|0||||||
35DP002|LUBRICANTE COLOC TUBERIA|GR||||||||||||0,04872||1|1|0||||||
35DP003|PEGAMENTO PARA PVC|GR||||||||||||0,05568||1|1|0||||||
35DZ001|"CAJA RECEPTORA PVC P/DESAGUE  6""x 20 CM"|PZA||||||||||||40,716||1|1|0||||||
35DZ002|"CAJA RECEPTORA PVC P/DESAGUE  6""x 30 CM"|PZA||||||||||||48,0936||1|1|0||||||
35DZ003|"CAJA RECEPTORA PVC P/DESAGUE  6""x 40 CM"|PZA||||||||||||60,6912||1|1|0||||||
35DZ004|"CAJA INTERCEPTORA.PVC D=6"""|PZA||||||||||||44,20296||1|1|0||||||
35DZ005|"CAMARA SIFONADA PVC  6x 6"""|PZA||||||||||||45,24||1|1|0||||||
35DZ030|"COLADOR PVC 1 """|PZA||||||||||||17,9568||1|1|0||||||
35DZ031|"COLADOR PVC 1 1/2"""|PZA||||||||||||17,9568||1|1|0||||||
35DZ032|"COLADOR PVC 2 """|PZA||||||||||||22,4808||1|1|0||||||
35DZ033|"COLADOR PVC 2 1/2"""|PZA||||||||||||22,4808||1|1|0||||||
35DZ034|"COLADOR PVC 3"""|PZA||||||||||||26,9352||1|1|0||||||
35DZ060|"VENTOSA PVC  2"""|PZA||||||||||||0||1|1|0||||||
35DZ061|"VENTOSA PVC  3"""|PZA||||||||||||0||1|1|0||||||
35DZ062|"VENTOSA PVC  4"""|PZA||||||||||||0||1|1|0||||||
35EA001|"TUBERIA DE COBRE  3/8"""|PZA||||||||||||92,0112||1|1|0||||||
35EA002|"TUBERIA DE COBRE  1/2"""|PZA||||||||||||130,5696||1|1|0||||||
35EA003|"TUBERIA DE COBRE  3/4"""|PZA||||||||||||184,0224||1|1|0||||||
35EA004|"TUBERIA DE COBRE 1"""|PZA||||||||||||253,7616||1|1|0||||||
35EB001|"CODO DE BRONCE   1/2"""|PZA||||||||||||131,1264||1|1|0||||||
35EB002|"CODO DE BRONCE   3/4"""|PZA||||||||||||295,0344||1|1|0||||||
35EB003|"CODO DE BRONCE  1 """|PZA||||||||||||0||1|1|0||||||
35EE001|"COPLA DE BRONCE   1/2"""|PZA||||||||||||131,1264||1|1|0||||||
35EE002|"COPLA DE BRONCE   3/4"""|PZA||||||||||||213,0804||1|1|0||||||
35EE003|"COPLA DE BRONCE  1"""|PZA||||||||||||278,6436||1|1|0||||||
35EF001|"REDUCCION DE BRONCE   3/4"" A 1/2"""|PZA||||||||||||213,0804||1|1|0||||||
35EF002|"REDUCCION DE BRONCE  1 ""   A 3/4"""|PZA||||||||||||344,2068||1|1|0||||||
35EK001|"ABRAZADERA BR   3/4"" x  1/2"""|PZA||||||||||||26,448||1|1|0||||||
35EK002|"ABRAZADERA BR   3/4"" x 1 1/2"""|PZA||||||||||||14,7552||1|1|0||||||
35EK003|"ABRAZADERA BR  1 "" x 1/2"""|PZA||||||||||||27,144||1|1|0||||||
35EK004|"ABRAZADERA BR  1 1/2"" x  1/2"""|PZA||||||||||||31,1112||1|1|0||||||
35EK005|"ABRAZADERA BR  1 1/2"" x 1"""|PZA||||||||||||30,9024||1|1|0||||||
35EK006|"ABRAZADERA BR  2 "" x 1"""|PZA||||||||||||31,32||1|1|0||||||
35EK007|"ABRAZADERA BR  2 "" x 1/2"""|PZA||||||||||||37,7928||1|1|0||||||
35EK008|"ABRAZADERA BR  2 1/2"" x 1/2"""|PZA||||||||||||0||1|1|0||||||
35EK009|"ABRAZADERA BR  4"" x 1/2"""|PZA||||||||||||71,8272||1|1|0||||||
35EL001|"FERRULE DE BR  1/2"""|PZA||||||||||||0||1|1|0||||||
35EZ001|"COLADOR  BR   3/4"""|PZA||||||||||||122,9136||1|1|0||||||
35EZ002|"COLADOR  BR  1 """|PZA||||||||||||91,6632||1|1|0||||||
35EZ003|"COLADOR  BR  1 1/2"""|PZA||||||||||||120,8256||1|1|0||||||
35EZ004|"COLADOR  BR  2 """|PZA||||||||||||138,0864||1|1|0||||||
35EZ005|"COLADOR  BR  2 1/2"""|PZA||||||||||||0||1|1|0||||||
35EZ006|"COLADOR  BR  3"""|PZA||||||||||||0||1|1|0||||||
35EZ007|"COLADOR  BR  4"""|PZA||||||||||||567,3792||1|1|0||||||
35FA001|TUBERIA FF CON BRIDA K-12 DN  75 MM|ML||||||||||||232,116||1|1|0||||||
35FA002|TUBERIA FF CON BRIDA K-12 DN 100 MM|ML||||||||||||320,16||1|1|0||||||
35FA003|TUBERIA FF CON BRIDA K-12 DN 150 MM|ML||||||||||||524,1576||1|1|0||||||
35FA004|TUBERIA FF CON BRIDA K-12 DN 200 MM|ML||||||||||||745,6944||1|1|0||||||
35FA005|TUBERIA FF CON BRIDA K-12 DN 250 MM|ML||||||||||||944,472||1|1|0||||||
35FA006|TUBERIA FF CON BRIDA K-12 DN 300 MM|ML||||||||||||1227,744||1|1|0||||||
35FA007|TUBERIA FF CON BRIDA K-12 DN 350 MM|ML||||||||||||1488,744||1|1|0||||||
35FA008|TUBERIA FF CON BRIDA K-12 DN 400 MM|ML||||||||||||1876,6944||1|1|0||||||
35FA009|TUBERIA FF CON BRIDA K-12 DN 500 MM|ML||||||||||||2597,4024||1|1|0||||||
35FA010|TUBERIA FF CON BRIDA K-12 DN 600 MM|ML||||||||||||3185,592||1|1|0||||||
35FA011|TUBERIA FF CON BRIDA K-12 DN 700 MM|ML||||||||||||4066,032||1|1|0||||||
35FA050|TUBERIA FF ELASTICA K-7 JE DN  80 MM|ML||||||||||||93,1944||1|1|0||||||
35FA051|TUBERIA FF ELASTICA K-7 JE DN 100 MM|ML||||||||||||115,8144||1|1|0||||||
35FA052|TUBERIA FF ELASTICA K-7 JE DN 150 MM|ML||||||||||||180,96||1|1|0||||||
35FA053|TUBERIA FF ELASTICA K-7 JE DN 200 MM|ML||||||||||||253,344||1|1|0||||||
35FA054|TUBERIA FF ELASTICA K-7 JE DN 250 MM|ML||||||||||||352,872||1|1|0||||||
35FA055|TUBERIA FF ELASTICA K-7 JE DN 300 MM|ML||||||||||||425,256||1|1|0||||||
35FA056|TUBERIA FF ELASTICA K-7 JE DN 350 MM|ML||||||||||||539,4||1|1|0||||||
35FA057|TUBERIA FF ELASTICA K-7 JE DN 400 MM|ML||||||||||||669,552||1|1|0||||||
35FA058|TUBERIA FF ELASTICA K-7 JE DN 500 MM|ML||||||||||||913,848||1|1|0||||||
35FA059|TUBERIA FF ELASTICA K-7 JE DN 600 MM|ML||||||||||||1139,7||1|1|0||||||
35FA060|TUBERIA FF ELASTICA K-7 JE DN 700 MM|ML||||||||||||1461,6||1|1|0||||||
35FA100|TUBERIA FF ELASTICA K-9 JE DN  75 MM|ML||||||||||||104,4||1|1|0||||||
35FA101|TUBERIA FF ELASTICA K-9 JE DN 100 MM|ML||||||||||||145,6728||1|1|0||||||
35FA102|TUBERIA FF ELASTICA K-9 JE DN 150 MM|ML||||||||||||221,676||1|1|0||||||
35FA103|TUBERIA FF ELASTICA K-9 JE DN 200 MM|ML||||||||||||263,2968||1|1|0||||||
35FA104|TUBERIA FF ELASTICA K-9 JE DN 250 MM|ML||||||||||||426,3||1|1|0||||||
35FA105|TUBERIA FF ELASTICA K-9 JE DN 300 MM|ML||||||||||||530,7||1|1|0||||||
35FA106|TUBERIA FF ELASTICA K-9 JE DN 350 MM|ML||||||||||||646,932||1|1|0||||||
35FA107|TUBERIA FF ELASTICA K-9 JE DN 400 MM|ML||||||||||||791,7||1|1|0||||||
35FA108|TUBERIA FF ELASTICA K-9 JE DN 500 MM|ML||||||||||||1078,8||1|1|0||||||
35FA109|TUBERIA FF ELASTICA K-9 JE DN 600 MM|ML||||||||||||1409,4||1|1|0||||||
35FA110|TUBERIA FF ELASTICA K-9 JE DN 700 MM|ML||||||||||||1792,2||1|1|0||||||
35FA150|TUBERIA FF J.E. J.TRABADA K-9 DN 300 MM|ML||||||||||||981,2904||1|1|0||||||
35FA151|TUBERIA FF J.E. J.TRABADA K-9 DN 350 MM|ML||||||||||||1245,4224||1|1|0||||||
35FA152|TUBERIA FF J.E. J.TRABADA K-9 DN 400 MM|ML||||||||||||1472,736||1|1|0||||||
35FA153|TUBERIA FF J.E. J.TRABADA K-9 DN 500 MM|ML||||||||||||2010,6048||1|1|0||||||
35FA154|TUBERIA FF J.E. J.TRABADA K-9 DN 600 MM|ML||||||||||||2641,32||1|1|0||||||
35FA155|TUBERIA FF J.E..J.TRABADA K-9 DN 700 MM|ML||||||||||||2642,016||1|1|0||||||
35FB001|CODO DE PIE FF 90 CON BRIDAS DN  75 MM|PZA||||||||||||2672,64||1|1|0||||||
35FB002|CODO DE PIE FF 90 CON BRIDAS DN 100 MM|PZA||||||||||||567,936||1|1|0||||||
35FB003|CODO DE PIE FF 90 CON BRIDAS DN 150 MM|PZA||||||||||||940,992||1|1|0||||||
35FB004|CODO DE PIE FF 90 CON BRIDAS DN 200 MM|PZA||||||||||||1453,248||1|1|0||||||
35FB005|CODO DE PIE FF 90 CON BRIDAS DN 250 MM|PZA||||||||||||2371,968||1|1|0||||||
35FB006|CODO DE PIE FF 90 CON BRIDAS DN 300 MM|PZA||||||||||||3407,616||1|1|0||||||
35FB007|CODO DE PIE FF 90 CON BRIDAS DN 350 MM|PZA||||||||||||4543,488||1|1|0||||||
35FB008|CODO DE PIE FF 90 CON BRIDAS DN 400 MM|PZA||||||||||||5746,176||1|1|0||||||
35FB009|CODO DE PIE FF 90 CON BRIDAS DN 500 MM|PZA||||||||||||9220,608||1|1|0||||||
35FB010|CODO DE PIE FF 90 CON BRIDAS DN 600 MM|PZA||||||||||||14131,584||1|1|0||||||
35FB050|CODO FF 11,25 CAMPANA J.E. DN  75 MM|PZA||||||||||||233,856||1|1|0||||||
35FB051|CODO FF 11,25 CAMPANA J.E. DN 100 MM|PZA||||||||||||300,672||1|1|0||||||
35FB052|CODO FF 11,25 CAMPANA J.E. DN 150 MM|PZA||||||||||||501,12||1|1|0||||||
35FB053|CODO FF 11,25 CAMPANA J.E. DN 200 MM|PZA||||||||||||734,976||1|1|0||||||
35FB054|CODO FF 11,25 CAMPANA J.E. DN 250 MM|PZA||||||||||||1002,24||1|1|0||||||
35FB055|CODO FF 11,25 CAMPANA J.E. DN 300 MM|PZA||||||||||||1272,1488||1|1|0||||||
35FB056|CODO FF 11,25 CAMPANA J.E. DN 350 MM|PZA||||||||||||1603,584||1|1|0||||||
35FB057|CODO FF 11,25 CAMPANA J.E. DN 400 MM|PZA||||||||||||2004,48||1|1|0||||||
35FB058|CODO FF 11,25 CAMPANA J.E. DN 500 MM|PZA||||||||||||2973,312||1|1|0||||||
35FB059|CODO FF 11,25 CAMPANA J.E. DN 600 MM|PZA||||||||||||4176||1|1|0||||||
35FB100|CODO FF 22,5 JUNTA MECANICA DN 300 MM|PZA||||||||||||3006,72||1|1|0||||||
35FB101|CODO FF 22,5 JUNTA MECANICA DN 350 MM|PZA||||||||||||3841,92||1|1|0||||||
35FB102|CODO FF 22,5 JUNTA MECANICA DN 400 MM|PZA||||||||||||4910,976||1|1|0||||||
35FB103|CODO FF 22,5 JUNTA MECANICA DN 500 MM|PZA||||||||||||7449,984||1|1|0||||||
35FB104|CODO FF 22,5 JUNTA MECANICA DN 600 MM|PZA||||||||||||10623,744||1|1|0||||||
35FB150|CODO FF 22.5 CAMPANA J.E. DN  75 MM|PZA||||||||||||233,856||1|1|0||||||
35FB151|CODO FF 22.5 CAMPANA J.E. DN 100 MM|PZA||||||||||||300,672||1|1|0||||||
35FB152|CODO FF 22.5 CAMPANA J.E. DN 150 MM|PZA||||||||||||534,528||1|1|0||||||
35FB153|CODO FF 22.5 CAMPANA J.E. DN 200 MM|PZA||||||||||||734,976||1|1|0||||||
35FB154|CODO FF 22.5 CAMPANA J.E. DN 250 MM|PZA||||||||||||1035,648||1|1|0||||||
35FB155|CODO FF 22.5 CAMPANA J.E. DN 300 MM|PZA||||||||||||1403,136||1|1|0||||||
35FB156|CODO FF 22.5 CAMPANA J.E. DN 350 MM|PZA||||||||||||1804,032||1|1|0||||||
35FB157|CODO FF 22.5 CAMPANA J.E. DN 400 MM|PZA||||||||||||2305,152||1|1|0||||||
35FB158|CODO FF 22.5 CAMPANA J.E. DN 500 MM|PZA||||||||||||3441,024||1|1|0||||||
35FB159|CODO FF 22.5 CAMPANA J.E. DN 600 MM|PZA||||||||||||4844,16||1|1|0||||||
35FB200|CODO FF 45 CAMPANA J.E. DN  75 MM|PZA||||||||||||307,632||1|1|0||||||
35FB201|CODO FF 45 CAMPANA J.E. DN 100 MM|PZA||||||||||||398,112||1|1|0||||||
35FB202|CODO FF 45 CAMPANA J.E. DN 150 MM|PZA||||||||||||651,456||1|1|0||||||
35FB203|CODO FF 45 CAMPANA J.E. DN 200 MM|PZA||||||||||||1013,376||1|1|0||||||
35FB204|CODO FF 45 CAMPANA J.E. DN 250 MM|PZA||||||||||||1664,832||1|1|0||||||
35FB205|CODO FF 45 CAMPANA J.E. DN 300 MM|PZA||||||||||||2388,672||1|1|0||||||
35FB206|CODO FF 45 CAMPANA J.E. DN 350 MM|PZA||||||||||||2401,2||1|1|0||||||
35FB207|CODO FF 45 CAMPANA J.E. DN 400 MM|PZA||||||||||||3981,12||1|1|0||||||
35FB208|CODO FF 45 CAMPANA J.E. DN 500 MM|PZA||||||||||||6297,408||1|1|0||||||
35FB209|CODO FF 45 CAMPANA J.E. DN 600 MM|PZA||||||||||||6380,928||1|1|0||||||
35FB210|CODO FF 45 CON BRIDA DN 100 MM|PZA||||||||||||350,784||1|1|0||||||
35FB211|CODO FF 45 CON BRIDA DN 150 MM|PZA||||||||||||567,936||1|1|0||||||
35FB212|CODO FF 45 CON BRIDA DN 200 MM|PZA||||||||||||868,608||1|1|0||||||
35FB213|CODO FF 45 CON BRIDA DN 250 MM|PZA||||||||||||1737,216||1|1|0||||||
35FB214|CODO FF 45 CON BRIDA DN 300 MM|PZA||||||||||||2472,192||1|1|0||||||
35FB215|CODO FF 45 CON BRIDA DN 350 MM|PZA||||||||||||2472,192||1|1|0||||||
35FB216|CODO FF 45 CON BRIDA DN 400 MM|PZA||||||||||||3040,128||1|1|0||||||
35FB217|CODO FF 45 CON BRIDA DN 500 MM|PZA||||||||||||4610,304||1|1|0||||||
35FB218|CODO FF 45 CON BRIDA DN 600 MM|PZA||||||||||||6815,232||1|1|0||||||
35FB219|CODO FF 45 CON BRIDAS DN 75 MM|PZA||||||||||||283,968||1|1|0||||||
35FB250|CODO FF 45 JUNTA MECANICA DN 300 MM|PZA||||||||||||3006,72||1|1|0||||||
35FB251|CODO FF 45 JUNTA MECANICA DN 350 MM|PZA||||||||||||4543,488||1|1|0||||||
35FB252|CODO FF 45 JUNTA MECANICA DN 400 MM|PZA||||||||||||5879,808||1|1|0||||||
35FB253|CODO FF 45 JUNTA MECANICA DN 500 MM|PZA||||||||||||9120,384||1|1|0||||||
35FB254|CODO FF 45 JUNTA MECANICA DN 600 MM|PZA||||||||||||13162,752||1|1|0||||||
35FB300|CODO FF 90 CAMPANA J.E. DN  75 MM|PZA||||||||||||267,264||1|1|0||||||
35FB301|CODO FF 90 CAMPANA J.E. DN 100 MM|PZA||||||||||||370,968||1|1|0||||||
35FB302|CODO FF 90 CAMPANA J.E. DN 150 MM|PZA||||||||||||669,552||1|1|0||||||
35FB303|CODO FF 90 CAMPANA J.E. DN 200 MM|PZA||||||||||||1076,712||1|1|0||||||
35FB304|CODO FF 90 CAMPANA J.E. DN 250 MM|PZA||||||||||||1570,176||1|1|0||||||
35FB305|CODO FF 90 CAMPANA J.E. DN 300 MM|PZA||||||||||||2280,096||1|1|0||||||
35FB306|CODO FF 90 CAMPANA J.E. DN 350 MM|PZA||||||||||||2906,496||1|1|0||||||
35FB307|CODO FF 90 CAMPANA J.E. DN 400 MM|PZA||||||||||||3875,328||1|1|0||||||
35FB308|CODO FF 90 CAMPANA J.E. DN 500 MM|PZA||||||||||||6147,072||1|1|0||||||
35FB309|CODO FF 90 CAMPANA J.E. DN 600 MM|PZA||||||||||||8986,752||1|1|0||||||
35FB350|CODO FF 90 CON BRIDAS DN  75 MM|PZA||||||||||||300,672||1|1|0||||||
35FB351|CODO FF 90 CON BRIDAS DN 100 MM|PZA||||||||||||370,968||1|1|0||||||
35FB352|CODO FF 90 CON BRIDAS DN 150 MM|PZA||||||||||||606,216||1|1|0||||||
35FB353|CODO FF 90 CON BRIDAS DN 200 MM|PZA||||||||||||940,992||1|1|0||||||
35FB354|CODO FF 90 CON BRIDAS DN 250 MM|PZA||||||||||||1536,768||1|1|0||||||
35FB355|CODO FF 90 CON BRIDAS DN 300 MM|PZA||||||||||||2216,76||1|1|0||||||
35FB356|CODO FF 90 CON BRIDAS DN 350 MM|PZA||||||||||||2906,496||1|1|0||||||
35FB357|CODO FF 90 CON BRIDAS DN 400 MM|PZA||||||||||||3674,88||1|1|0||||||
35FB358|CODO FF 90 CON BRIDAS DN 500 MM|PZA||||||||||||5812,992||1|1|0||||||
35FB359|CODO FF 90 CON BRIDAS DN 600 MM|PZA||||||||||||8919,936||1|1|0||||||
35FB360|CODO FF 90 CON BRIDAS DN 700 MM|PZA||||||||||||12695,04||1|1|0||||||
35FB400|CODO FF 90 JUNTA MECANICA DN 300 MM|PZA||||||||||||3641,472||1|1|0||||||
35FB401|CODO FF 90 JUNTA MECANICA DN 350 MM|PZA||||||||||||4543,488||1|1|0||||||
35FB402|CODO FF 90 JUNTA MECANICA DN 400 MM|PZA||||||||||||5879,808||1|1|0||||||
35FB403|CODO FF 90 JUNTA MECANICA DN 500 MM|PZA||||||||||||9120,384||1|1|0||||||
35FB404|CODO FF 90 JUNTA MECANICA DN 600 MM|PZA||||||||||||13162,752||1|1|0||||||
35FC001|TEE FF CAMPANA J.E. DN  75 X  75 MM|PZA||||||||||||431,52||1|1|0||||||
35FC002|TEE FF CAMPANA J.E. DN 100 X  75 MM|PZA||||||||||||604,128||1|1|0||||||
35FC003|TEE FF CAMPANA J.E. DN 100 X 100 MM|PZA||||||||||||705,744||1|1|0||||||
35FC004|TEE FF CAMPANA J.E. DN 150 X  75 MM|PZA||||||||||||863,04||1|1|0||||||
35FC005|TEE FF CAMPANA J.E. DN 150 X 100 MM|PZA||||||||||||992,496||1|1|0||||||
35FC006|TEE FF CAMPANA J.E. DN 150 X 150 MM|PZA||||||||||||1165,104||1|1|0||||||
35FC007|TEE FF CAMPANA J.E. DN 200 X 100 MM|PZA||||||||||||1294,56||1|1|0||||||
35FC008|TEE FF CAMPANA J.E. DN 200 X 200 MM|PZA||||||||||||1773,408||1|1|0||||||
35FC009|TEE FF CAMPANA J.E. DN 250 X 100 MM|PZA||||||||||||1682,928||1|1|0||||||
35FC010|TEE FF CAMPANA J.E. DN 250 X 250 MM|PZA||||||||||||2967,744||1|1|0||||||
35FC011|TEE FF CAMPANA J.E. DN 300 X 100 MM|PZA||||||||||||2157,6||1|1|0||||||
35FC012|TEE FF CAMPANA J.E. DN 300 X 150 MM|PZA||||||||||||2373,36||1|1|0||||||
35FC013|TEE FF CAMPANA J.E. DN 300 X 200 MM|PZA||||||||||||2675,424||1|1|0||||||
35FC014|TEE FF CAMPANA J.E. DN 300 X 250 MM|PZA||||||||||||2977,488||1|1|0||||||
35FC015|TEE FF CAMPANA J.E. DN 300 X 300 MM|PZA||||||||||||4198,272||1|1|0||||||
35FC016|TEE FF CAMPANA J.E. DN 350 X 350 MM|PZA||||||||||||5139,264||1|1|0||||||
35FC017|TEE FF CAMPANA J.E. DN 400 X 200 MM|PZA||||||||||||3883,68||1|1|0||||||
35FC018|TEE FF CAMPANA J.E. DN 400 X 300 MM|PZA||||||||||||4703,568||1|1|0||||||
35FC019|TEE FF CAMPANA J.E. DN 400 X 400 MM|PZA||||||||||||6297,408||1|1|0||||||
35FC020|TEE FF CAMPANA J.E. DN 500 X 200 MM|PZA||||||||||||5437,152||1|1|0||||||
35FC021|TEE FF CAMPANA J.E. DN 500 X 300 MM|PZA||||||||||||6429,648||1|1|0||||||
35FC022|TEE FF CAMPANA J.E. DN 500 X 500 MM|PZA||||||||||||9120,384||1|1|0||||||
35FC023|TEE FF CAMPANA J.E. DN 600 X 200 MM|PZA||||||||||||7249,536||1|1|0||||||
35FC024|TEE FF CAMPANA J.E. DN 600 X 300 MM|PZA||||||||||||8500,944||1|1|0||||||
35FC025|TEE FF CAMPANA J.E. DN 600 X 400 MM|PZA||||||||||||9709,2||1|1|0||||||
35FC026|TEE FF CAMPANA J.E. DN 600 X 600 MM|PZA||||||||||||12384,624||1|1|0||||||
35FC100|TEE FF CAMPANA-BRIDA  DN 100 X  50 MM|PZA||||||||||||560,976||1|1|0||||||
35FC101|TEE FF CAMPANA-BRIDA  DN 150 X  75 MM|PZA||||||||||||906,192||1|1|0||||||
35FC102|TEE FF CAMPANA-BRIDA  DN 200 X  75 MM|PZA||||||||||||1294,56||1|1|0||||||
35FC103|TEE FF CAMPANA-BRIDA  DN 200 X 100 MM|PZA||||||||||||1380,864||1|1|0||||||
35FC104|TEE FF CAMPANA-BRIDA  DN 250 X 100 MM|PZA||||||||||||1769,232||1|1|0||||||
35FC105|TEE FF CAMPANA-BRIDA  DN 300 X 100 MM|PZA||||||||||||2243,904||1|1|0||||||
35FC106|TEE FF CAMPANA-BRIDA  DN 300 X 200 MM|PZA||||||||||||2934,336||1|1|0||||||
35FC107|TEE FF CAMPANA-BRIDA  DN 300 X 300 MM|PZA||||||||||||3840,528||1|1|0||||||
