Ref.* (p.ref)|Etiqueta* (p.label)|Descripción (p.description)|URL pública (p.url)|Código contable ventas (p.accountancy_code_sell)|Código contable compras (p.accountancy_code_buy)|Nota (p.note)|Length (p.length)|Surface (p.surface)|Volume (p.volume)|Weight (p.weight)|Duración (p.duration)|Código aduanero (p.customcode)|PVP sin IVA (p.price)|PVP con IVA (p.price_ttc)|IVA (p.tva_tx)|En venta* (p.tosell)|En compra* (p.tobuy)|Tipo* (p.fk_product_type)|Naturaleza (p.finished)|Fecha de creación (p.datec)|Stock límite para alertas (p.seuil_stock_alerte)|Stock óptimo deseado (p.desiredstock)|Valor (PMP) (p.pmp)|CostPrice (p.cost_price)
35DG004|"REDUCCION PVC AG.TU 3""x 2 1/2"""|PZA||||||||||||27,6312||1|1|0||||||
35DG005|"REDUCCION PVC AG.TU 3""x 2"""|PZA||||||||||||28,536||1|1|0||||||
35DG006|"REDUCCION PVC AG.TU 4""x 2 1/2"""|PZA||||||||||||44,8224||1|1|0||||||
35DG007|"REDUCCION PVC AG.TU 4""x 2"""|PZA||||||||||||45,7272||1|1|0||||||
35DG008|"REDUCCION PVC AG.TU 4""x 3"""|PZA||||||||||||42,7344||1|1|0||||||
35DG010|"REDUCCION PVC AG.TU 6""x 4"""|PZA||||||||||||93,264||1|1|0||||||
35DG025|"REDUCCION PVC PO RE  3/4 - 1/2"""|PZA||||||||||||5,8464||1|1|0||||||
35DG026|"REDUCCION PVC PO RE 1  -  3/4"""|PZA||||||||||||7,7952||1|1|0||||||
35DG027|"REDUCCION PVC PO RE 1 1/2 - 1"""|PZA||||||||||||11,6928||1|1|0||||||
35DG028|"REDUCCION PVC PO RE 2 - 1 1/2"""|PZA||||||||||||17,5392||1|1|0||||||
35DG032|"REDUCCION PVC RE PO 1 - 3/4"""|PZA||||||||||||7,7952||1|1|0||||||
35DG033|"REDUCCION PVC RE PO 1 1/2 - 1"""|PZA||||||||||||11,6928||1|1|0||||||
35DG034|"REDUCCION PVC RE PO 2 - 1 1/2"""|PZA||||||||||||17,5392||1|1|0||||||
35DG035|"REDUCCION PVC RE PO 3/4 - 1/2"""|PZA||||||||||||5,8464||1|1|0||||||
35DG050|"REDUCCION PVC BUJE CA   1/2 - 3/4"""|PZA||||||||||||0||1|1|0||||||
35DG051|"REDUCCION PVC BUJE CA  1 "" x 1/2"""|PZA||||||||||||0||1|1|0||||||
35DG052|"REDUCCION PVC BUJE CA  1 "" x 3/4"""|PZA||||||||||||0||1|1|0||||||
35DG053|"REDUCCION PVC BUJE CA  1 1/2 -2"""|PZA||||||||||||2,5752||1|1|0||||||
35DG054|"REDUCCION PVC BUJE CA  2 "" x 1 """|PZA||||||||||||7,656||1|1|0||||||
35DG055|"REDUCCION PVC BUJE CA  2 "" x 1 1/2"""|PZA||||||||||||6,7512||1|1|0||||||
35DG056|"REDUCCION PVC BUJE CA  2 1/2 -11/2"""|PZA||||||||||||12,6672||1|1|0||||||
35DG057|"REDUCCION PVC BUJE CA  2 1/2 -2"""|PZA||||||||||||12,2496||1|1|0||||||
35DG058|"REDUCCION PVC BUJE CA  2 1/2-  3/4"""|PZA||||||||||||6,6816||1|1|0||||||
35DG059|"REDUCCION PVC BUJE CA  3""- 2 1/2"""|PZA||||||||||||19,9056||1|1|0||||||
35DG061|"REDUCCION PVC BUJE CA RO  1/2 - 3/4"""|PZA||||||||||||1,044||1|1|0||||||
35DG062|"REDUCCION PVC BUJE CA RO 1 "" x 1/2"""|PZA||||||||||||1,6704||1|1|0||||||
35DG063|"REDUCCION PVC BUJE CA RO 1 "" x 3/4"""|PZA||||||||||||1,5312||1|1|0||||||
35DG071|"REDUCCION PVC BUJE TU RI 1 1/2 -  1/2"""|PZA||||||||||||4,3848||1|1|0||||||
35DG072|"REDUCCION PVC BUJE TU RI 1 1/2 -  3/4"""|PZA||||||||||||4,2456||1|1|0||||||
35DG073|"REDUCCION PVC BUJE TU RI 1 1/2 - 1"""|PZA||||||||||||3,8976||1|1|0||||||
35DG074|"REDUCCION PVC BUJE TU RI 2 -  1/2"""|PZA||||||||||||8,4216||1|1|0||||||
35DG075|"REDUCCION PVC BUJE TU RI 2 -  3/4"""|PZA||||||||||||8,004||1|1|0||||||
35DG076|"REDUCCION PVC BUJE TU RI 3 - 2 """|PZA||||||||||||21,1584||1|1|0||||||
35DG077|"REDUCCION PVC BUJE TU RI 4 - 2 """|PZA||||||||||||35,9832||1|1|0||||||
35DG078|"REDUCCION PVC BUJE TU RI 4 - 2 1/2"""|PZA||||||||||||34,6608||1|1|0||||||
35DG079|"REDUCCION PVC BUJE TU RI 4 - 3"""|PZA||||||||||||31,8072||1|1|0||||||
35DG100|"REDUCCION PVC CA  1 1/2 -1"""|PZA||||||||||||14,8248||1|1|0||||||
35DG101|"REDUCCION PVC CA  1 1/2 -1/2"""|PZA||||||||||||0||1|1|0||||||
35DG102|"REDUCCION PVC CA  1 1/2 -3/4"""|PZA||||||||||||20,0448||1|1|0||||||
35DG103|"REDUCCION PVC CA  2 - 1/2"""|PZA||||||||||||0||1|1|0||||||
35DG104|"REDUCCION PVC CA  2 - 3/4"""|PZA||||||||||||32,9904||1|1|0||||||
35DG105|"REDUCCION PVC CA  2 1/2 -1"""|PZA||||||||||||0||1|1|0||||||
35DG106|"REDUCCION PVC CA  3"" -1"""|PZA||||||||||||4,872||1|1|0||||||
35DG107|"REDUCCION PVC CA  3""- 2"""|PZA||||||||||||6,0552||1|1|0||||||
35DG108|"REDUCCION PVC CA  4""- 1 1/2"""|PZA||||||||||||60,6216||1|1|0||||||
35DG109|"REDUCCION PVC CA  4""- 2"""|PZA||||||||||||60,6216||1|1|0||||||
35DG110|"REDUCCION PVC CA  4""- 3"""|PZA||||||||||||60,6216||1|1|0||||||
35DG111|"REDUCCION PVC CA  6""- 2"""|PZA||||||||||||0||1|1|0||||||
35DG112|"REDUCCION PVC CA  6""- 3"""|PZA||||||||||||0||1|1|0||||||
35DG113|"REDUCCION PVC CA  6""- 4"""|PZA||||||||||||0||1|1|0||||||
35DG115|"REDUCCION PVC CA  8""- 4"""|PZA||||||||||||0||1|1|0||||||
35DG116|"REDUCCION PVC CA  8""- 6"""|PZA||||||||||||0||1|1|0||||||
35DG150|"REDUCCION PVC CA RE   3/4 x 1/2"""|PZA||||||||||||1,044||1|1|0||||||
35DG151|"REDUCCION PVC CA RE  1 "" x 1/2"""|PZA||||||||||||1,6704||1|1|0||||||
35DG152|"REDUCCION PVC CA RE  1 "" x 3/4"""|PZA||||||||||||1,4616||1|1|0||||||
35DG153|"REDUCCION PVC CA RE  1 1/2 x 1"""|PZA||||||||||||3,828||1|1|0||||||
35DG154|"REDUCCION PVC CA RE  1 1/2 x 1/2"""|PZA||||||||||||4,3848||1|1|0||||||
35DG155|"REDUCCION PVC CA RE  1 1/2 x 3/4"""|PZA||||||||||||4,176||1|1|0||||||
35DG156|"REDUCCION PVC CA RE  2 "" x  1/2"""|PZA||||||||||||8,352||1|1|0||||||
35DG157|"REDUCCION PVC CA RE  2 "" x  3/4"""|PZA||||||||||||7,9344||1|1|0||||||
35DG158|"REDUCCION PVC CA RE  2 "" x 1 1/2"""|PZA||||||||||||6,6816||1|1|0||||||
35DG159|"REDUCCION PVC CA RE  2 ""x 1 """|PZA||||||||||||7,5168||1|1|0||||||
35DG160|"REDUCCION PVC CA RE  2 1/2 x 1 1/2"""|PZA||||||||||||12,528||1|1|0||||||
35DG161|"REDUCCION PVC CA RE  2 1/2 x 2"""|PZA||||||||||||12,1104||1|1|0||||||
35DG162|"REDUCCION PVC CA RE  3 x 2 1/2"""|PZA||||||||||||19,488||1|1|0||||||
35DG163|"REDUCCION PVC CA RE  3 x 2"""|PZA||||||||||||20,88||1|1|0||||||
35DG164|"REDUCCION PVC CA RE  4 x 2 1/2"""|PZA||||||||||||34,2432||1|1|0||||||
35DG165|"REDUCCION PVC CA RE  4 x 2"""|PZA||||||||||||35,496||1|1|0||||||
35DG166|"REDUCCION PVC CA RE  4 x 3"""|PZA||||||||||||31,32||1|1|0||||||
35DG200|"REDUCCION PVC CA TU    3/4 x 1/2"""|PZA||||||||||||1,14144||1|1|0||||||
35DG201|"REDUCCION PVC CA TU  1 "" x 1/2"""|PZA||||||||||||1,14144||1|1|0||||||
35DG202|"REDUCCION PVC CA TU  1 "" x 3/4"""|PZA||||||||||||3,01368||1|1|0||||||
35DG203|"REDUCCION PVC CA TU  1 1/2 x 1"""|PZA||||||||||||4,6632||1|1|0||||||
35DG204|"REDUCCION PVC CA TU  1 1/2 x 1/2"""|PZA||||||||||||7,40544||1|1|0||||||
35DG205|"REDUCCION PVC CA TU  1 1/2 x 3/4"""|PZA||||||||||||6,44496||1|1|0||||||
35DG206|"REDUCCION PVC CA TU  2 "" x  1/2"""|PZA||||||||||||14,7552||1|1|0||||||
35DG207|"REDUCCION PVC CA TU  2 "" x  3/4"""|PZA||||||||||||13,91304||1|1|0||||||
35DG208|"REDUCCION PVC CA TU  2 "" x 1 """|PZA||||||||||||11,97816||1|1|0||||||
35DG209|"REDUCCION PVC CA TU  2 "" x 1 1/2"""|PZA||||||||||||8,17104||1|1|0||||||
35DG210|"REDUCCION PVC CA TU  2 1/2 x 1 1/2"""|PZA||||||||||||22,81488||1|1|0||||||
35DG211|"REDUCCION PVC CA TU  2 1/2 x 2"""|PZA||||||||||||15,05448||1|1|0||||||
35DG212|"REDUCCION PVC CA TU  3 x 2 1/2"""|PZA||||||||||||23,30208||1|1|0||||||
35DG213|"REDUCCION PVC CA TU  3 x 2"""|PZA||||||||||||38,41224||1|1|0||||||
35DG214|"REDUCCION PVC CA TU  4 x 2 1/2"""|PZA||||||||||||66,14088||1|1|0||||||
35DG215|"REDUCCION PVC CA TU  4 x 2"""|PZA||||||||||||37,93896||1|1|0||||||
35DG216|"REDUCCION PVC CA TU  4 x 3"""|PZA||||||||||||45,38616||1|1|0||||||
35DG217|"REDUCCION PVC CA TU  6 x 4"""|PZA||||||||||||117,03936||1|1|0||||||
35DG221|"REDUCCION PVC CA TU  8 X 6"""|PZA||||||||||||255,98184||1|1|0||||||
35DG222|"REDUCCION PVC CA TU 10 - 8"""|PZA||||||||||||393,588||1|1|0||||||
35DG250|"REDUCCION PVC CA-TU DES. 2 "" x 1 1/2"""|PZA||||||||||||1,5312||1|1|0||||||
35DG251|"REDUCCION PVC CA-TU DES. 2 1/2 x 1 1/2"""|PZA||||||||||||4,1064||1|1|0||||||
35DG252|"REDUCCION PVC CA-TU DES. 2 1/2 x 2"""|PZA||||||||||||2,5752||1|1|0||||||
35DG253|"REDUCCION PVC CA-TU DES. 3 x 2 1/2"""|PZA||||||||||||4,0368||1|1|0||||||
35DG254|"REDUCCION PVC CA-TU DES. 3 x 2 """|PZA||||||||||||3,7584||1|1|0||||||
35DG255|"REDUCCION PVC CA-TU DES. 4 x 2 1/2"""|PZA||||||||||||11,484||1|1|0||||||
35DG256|"REDUCCION PVC CA-TU DES. 4 x 2 """|PZA||||||||||||11,2056||1|1|0||||||
35DG257|"REDUCCION PVC CA-TU DES. 4 x 3"""|PZA||||||||||||7,4472||1|1|0||||||
35DG258|"REDUCCION PVC CA-TU DES. 6 x 4"""|PZA||||||||||||26,2392||1|1|0||||||
35DG272|"REDUCCION PVC JR TU  2 1/2 - 2"""|PZA||||||||||||34,452||1|1|0||||||
35DG273|REDUCCION PVC JR TU  2-1 1/2|PZA||||||||||||19,4184||1|1|0||||||
35DG274|REDUCCION PVC JR TU  3 - 2|PZA||||||||||||55,332||1|1|0||||||
35DG275|REDUCCION PVC JR TU  3 - 2 1/2|PZA||||||||||||52,3392||1|1|0||||||
35DG276|"REDUCCION PVC JR TU  4 - 2 1/2"""|PZA||||||||||||89,2968||1|1|0||||||
35DG277|"REDUCCION PVC JR TU  4 - 2"""|PZA||||||||||||92,2896||1|1|0||||||
35DG278|REDUCCION PVC JR TU  4 - 3|PZA||||||||||||82,3368||1|1|0||||||
35DG279|REDUCCION PVC JR TU  6 - 4|PZA||||||||||||252,8568||1|1|0||||||
35DG280|"REDUCCION PVC JR TU  8 - 4"""|PZA||||||||||||637,188||1|1|0||||||
35DG281|REDUCCION PVC JR TU  8 - 6|PZA||||||||||||394,1448||1|1|0||||||
35DG282|"REDUCCION PVC JR TU 10 - 4"""|PZA||||||||||||1240,272||1|1|0||||||
35DG283|"REDUCCION PVC JR TU 10 - 6"""|PZA||||||||||||997,2288||1|1|0||||||
35DG284|REDUCCION PVC JR TU 10 - 8|PZA||||||||||||623,964||1|1|0||||||
35DG285|REDUCCION PVC JR TU 2 1/2-  1/2|PZA||||||||||||35,4264||1|1|0||||||
35DG300|"REDUCCION PVC RO  3/4 x 1/2"""|PZA||||||||||||0||1|1|0||||||
35DG301|"REDUCCION PVC RO 1 x 1/2"""|PZA||||||||||||0||1|1|0||||||
35DG302|"REDUCCION PVC RO 1 x 3/4"""|PZA||||||||||||0||1|1|0||||||
35DG303|"REDUCCION PVC RO 2 x 1"""|PZA||||||||||||0||1|1|0||||||
35DG304|"REDUCCION PVC RO 2 x 1/2"""|PZA||||||||||||0||1|1|0||||||
35DG305|"REDUCCION PVC RO 2 x 3/4"""|PZA||||||||||||0||1|1|0||||||
35DG349|"REDUCCION PVC JR  3""- 2"""|PZA||||||||||||0||1|1|0||||||
35DG350|"REDUCCION PVC JR  4""- 3"""|PZA||||||||||||0||1|1|0||||||
35DG351|"REDUCCION PVC JR  8""- 4"""|PZA||||||||||||0||1|1|0||||||
35DH001|"ABRAZADERA PVC 1 1/2""- 1/2"""|PZA||||||||||||0||1|1|0||||||
35DH002|"ABRAZADERA PVC 2 ""- 1/2"""|PZA||||||||||||53,4528||1|1|0||||||
35DH003|"ABRAZADERA PVC 2 ""- 3/4"""|PZA||||||||||||66,0504||1|1|0||||||
35DH004|"ABRAZADERA PVC 2 1/2"" - 1/2"""|PZA||||||||||||0||1|1|0||||||
35DH005|"ABRAZADERA PVC 3"" - 1/2"""|PZA||||||||||||80,8752||1|1|0||||||
35DH006|"ABRAZADERA PVC 3"" - 3/4"""|PZA||||||||||||76,0032||1|1|0||||||
35DH007|"ABRAZADERA PVC 4"" - 1/2"""|PZA||||||||||||88,4616||1|1|0||||||
35DH008|"ABRAZADERA PVC 4"" - 3/4"""|PZA||||||||||||89,9232||1|1|0||||||
35DH009|"ABRAZADERA PVC 6"" - 1/2"""|PZA||||||||||||141,0792||1|1|0||||||
35DH050|"ABRAZADERA PVC CON ROSCA   3"" - 1/2"""|PZA||||||||||||68,556||1|1|0||||||
35DH051|"ABRAZADERA PVC CON ROSCA   4"" - 1/2"""|PZA||||||||||||83,5896||1|1|0||||||
35DH052|"ABRAZADERA PVC CON ROSCA   4"" - 3/4"""|PZA||||||||||||83,5896||1|1|0||||||
35DI001|"ADAPTADOR FG PVC CA  1/2"""|PZA||||||||||||1,392||1|1|0||||||
35DI002|"ADAPTADOR FG PVC CA 1 """|PZA||||||||||||0||1|1|0||||||
35DI003|"ADAPTADOR FG PVC CA 1 1/2"""|PZA||||||||||||11,136||1|1|0||||||
35DI004|"ADAPTADOR FG PVC CA 2 """|PZA||||||||||||0||1|1|0||||||
35DI005|"ADAPTADOR FG PVC CA 3"""|PZA||||||||||||29,9976||1|1|0||||||
35DI050|"ADAPTADOR PVC CA x RO. HEMBRA   1/2"""|PZA||||||||||||1,8792||1|1|0||||||
35DI051|"ADAPTADOR PVC CA x RO. HEMBRA   3/4"""|PZA||||||||||||2,1576||1|1|0||||||
35DI052|"ADAPTADOR PVC CA x RO. HEMBRA  1 """|PZA||||||||||||2,8536||1|1|0||||||
35DI053|"ADAPTADOR PVC CA x RO. HEMBRA  1 1/2"""|PZA||||||||||||7,1688||1|1|0||||||
35DI054|"ADAPTADOR PVC CA x RO. HEMBRA  2"""|PZA||||||||||||6,612||1|1|0||||||
35DI055|"ADAPTADOR PVC CA x RO. HEMBRA  3"""|PZA||||||||||||39,2544||1|1|0||||||
35DI056|"ADAPTADOR PVC CA x RO. HEMBRA  4"""|PZA||||||||||||54,1488||1|1|0||||||
35DI057|"ADAPTADOR PVC CA x RO. HEMBRA  4"""|PZA||||||||||||0||1|1|0||||||
35DI100|"ADAPTADOR PVC CA x RO. MACHO  1/2"""|PZA||||||||||||0,81432||1|1|0||||||
35DI101|"ADAPTADOR PVC CA x RO. MACHO  3/4"""|PZA||||||||||||1,51032||1|1|0||||||
35DI102|"ADAPTADOR PVC CA x RO. MACHO 1 """|PZA||||||||||||1,51032||1|1|0||||||
35DI103|"ADAPTADOR PVC CA x RO. MACHO 1 1/2"""|PZA||||||||||||10,34952||1|1|0||||||
35DI104|"ADAPTADOR PVC CA x RO. MACHO 2 """|PZA||||||||||||17,72712||1|1|0||||||
35DI105|"ADAPTADOR PVC CA x RO. MACHO 2 1/2"""|PZA||||||||||||6,4728||1|1|0||||||
35DI106|"ADAPTADOR PVC CA x RO. MACHO 3"""|PZA||||||||||||19,81512||1|1|0||||||
35DI107|"ADAPTADOR PVC CA x RO. MACHO 4"""|PZA||||||||||||48,72||1|1|0||||||
35DJ001|"COLLAR DEVIVACION RI  2 "" x 1/2"""|PZA||||||||||||23,8032||1|1|0||||||
35DJ002|"COLLAR DEVIVACION RI  2 "" x 3/4"""|PZA||||||||||||22,5504||1|1|0||||||
35DJ003|"COLLAR DEVIVACION RI  2 1/2 x 1/2"""|PZA||||||||||||27,0048||1|1|0||||||
35DJ004|"COLLAR DEVIVACION RI  2 1/2 x 3/4"""|PZA||||||||||||25,8216||1|1|0||||||
35DJ005|"COLLAR DEVIVACION RI  3 x 1/2"""|PZA||||||||||||32,4336||1|1|0||||||
35DJ006|"COLLAR DEVIVACION RI  3 x 3/4"""|PZA||||||||||||31,1808||1|1|0||||||
35DJ007|"COLLAR DEVIVACION RI  4 x 1/2"""|PZA||||||||||||39,8112||1|1|0||||||
35DJ008|"COLLAR DEVIVACION RI  4 x 3/4"""|PZA||||||||||||38,976||1|1|0||||||
35DJ009|"COLLAR DEVIVACION RI  6 x 1/2"""|PZA||||||||||||58,2552||1|1|0||||||
35DJ010|"COLLAR DEVIVACION RI  6 x 3/4"""|PZA||||||||||||56,1672||1|1|0||||||
35DJ011|"COLLAR DEVIVACION RI  8 x 1"""|PZA||||||||||||144,3504||1|1|0||||||
35DK001|"CRUZ PVC CA   1/2"""|PZA||||||||||||3,5496||1|1|0||||||
35DK002|"CRUZ PVC CA   3/4"""|PZA||||||||||||5,9856||1|1|0||||||
35DK003|"CRUZ PVC CA  1 """|PZA||||||||||||10,9272||1|1|0||||||
35DK004|"CRUZ PVC CA  1 1/2"""|PZA||||||||||||14,964||1|1|0||||||
35DK005|"CRUZ PVC CA  2 """|PZA||||||||||||24,9168||1|1|0||||||
35DK006|"CRUZ PVC CA  2 1/2"""|PZA||||||||||||47,7456||1|1|0||||||
35DK007|"CRUZ PVC CA  3"""|PZA||||||||||||76,6296||1|1|0||||||
35DK008|"CRUZ PVC CA  4"""|PZA||||||||||||140,3136||1|1|0||||||
35DK009|"CRUZ PVC CA  6"""|PZA||||||||||||365,2608||1|1|0||||||
35DK010|"CRUZ PVC CA  8"""|PZA||||||||||||714,5832||1|1|0||||||
35DK011|"CRUZ PVC CA 10"""|PZA||||||||||||1263,0312||1|1|0||||||
35DK012|"CRUZ PVC CA 12"""|PZA||||||||||||0||1|1|0||||||
35DK022|"CRUZ PVC CA  2 1/2""-1"""|PZA||||||||||||26,448||1|1|0||||||
35DK023|"CRUZ PVC CA  2 1/2""-2"""|PZA||||||||||||29,232||1|1|0||||||
35DK024|"CRUZ PVC CA  2 1/2""-3"""|PZA||||||||||||31,3896||1|1|0||||||
35DK025|"CRUZ PVC CA  3"" -2"""|PZA||||||||||||61,248||1|1|0||||||
35DK026|"CRUZ PVC CA  4""-2"""|PZA||||||||||||87,348||1|1|0||||||
35DK027|"CRUZ PVC CA  4""-3"""|PZA||||||||||||84,7728||1|1|0||||||
35DK028|"CRUZ PVC CA  6""-3"""|PZA||||||||||||243,1824||1|1|0||||||
35DK029|"CRUZ PVC CA  6""-4"""|PZA||||||||||||94,9344||1|1|0||||||
35DK030|"CRUZ PVC CA  8""-6"""|PZA||||||||||||110,7336||1|1|0||||||
35DK031|"CRUZ PVC CA 10""-6"""|PZA||||||||||||0||1|1|0||||||
35DK050|"CRUZ PVC TU-CA-CA-CA DESAGUE  1 1/2"""|PZA||||||||||||2,5056||1|1|0||||||
35DK051|"CRUZ PVC TU-CA-CA-CA DESAGUE  2 """|PZA||||||||||||4,176||1|1|0||||||
35DK052|"CRUZ PVC TU-CA-CA-CA DESAGUE  2 1/2"""|PZA||||||||||||7,0992||1|1|0||||||
35DK053|"CRUZ PVC TU-CA-CA-CA DESAGUE  3"""|PZA||||||||||||10,8576||1|1|0||||||
35DK054|"CRUZ PVC TU-CA-CA-CA DESAGUE  4"""|PZA||||||||||||19,6272||1|1|0||||||
35DK055|"CRUZ PVC TU-CA-CA-CA DESAGUE  6"""|PZA||||||||||||73,08||1|1|0||||||
35DK071|"CRUZ PVC JR  1 1/2"""|PZA||||||||||||47,6064||1|1|0||||||
35DK072|"CRUZ PVC JR  2 """|PZA||||||||||||72,1056||1|1|0||||||
35DK073|"CRUZ PVC JR  2 1/2"""|PZA||||||||||||132,5184||1|1|0||||||
35DK074|"CRUZ PVC JR  3"""|PZA||||||||||||199,8912||1|1|0||||||
35DK075|"CRUZ PVC JR  4"""|PZA||||||||||||355,2384||1|1|0||||||
35DK076|"CRUZ PVC JR  6"""|PZA||||||||||||881,136||1|1|0||||||
35DK077|"CRUZ PVC JR  8"""|PZA||||||||||||1734,1536||1|1|0||||||
35DK078|"CRUZ PVC JR 10"""|PZA||||||||||||3037,9008||1|1|0||||||
35DL001|"RAMAL PVC CA   1 1/2"""|PZA||||||||||||2,088||1|1|0||||||
35DL002|"RAMAL PVC CA   2 1/2"""|PZA||||||||||||6,4032||1|1|0||||||
35DL003|"RAMAL PVC CA   2"""|PZA||||||||||||3,828||1|1|0||||||
35DL004|"RAMAL PVC CA   3"""|PZA||||||||||||100,6416||1|1|0||||||
35DL005|"RAMAL PVC CA   4"""|PZA||||||||||||172,5384||1|1|0||||||
35DL006|"RAMAL PVC CA   6"""|PZA||||||||||||304,152||1|1|0||||||
35DL007|"RAMAL PVC CA   8"""|PZA||||||||||||646,932||1|1|0||||||
35DL008|"RAMAL PVC CA  10"""|PZA||||||||||||2311,3464||1|1|0||||||
35DL012|"RAMAL PVC TU CA DESACUE 1 1/2"""|PZA||||||||||||2,8536||1|1|0||||||
35DL013|"RAMAL PVC TU CA DESAGUE 2 """|PZA||||||||||||5,2896||1|1|0||||||
35DL014|"RAMAL PVC TU CA DESAGUE 2 1/2"""|PZA||||||||||||8,7||1|1|0||||||
35DL015|"RAMAL PVC TU CA DESAGUE 3"""|PZA||||||||||||13,224||1|1|0||||||
35DL016|"RAMAL PVC TU CA DESAGUE 4"""|PZA||||||||||||24,708||1|1|0||||||
35DL017|"RAMAL PVC TU CA DESAGUE 6"""|PZA||||||||||||94,1688||1|1|0||||||
35DM000|"TAPON HEMBRA PVC RE  1/2"""|PZA||||||||||||0,7656||1|1|0||||||
35DM001|"TAPON HEMBRA PVC RE  3/4"""|PZA||||||||||||1,392||1|1|0||||||
35DM002|"TAPON HEMBRA PVC RE 2 1/2"""|PZA||||||||||||1,392||1|1|0||||||
35DM003|"TAPON HEMBRA PVC CA  1 """|PZA||||||||||||2,0184||1|1|0||||||
35DM004|"TAPON HEMBRA PVC CA  1 1/2"""|PZA||||||||||||3,6888||1|1|0||||||
35DM005|"TAPON HEMBRA PVC CA  2"""|PZA||||||||||||5,9856||1|1|0||||||
35DM006|"TAPON HEMBRA PVC CA  3"""|PZA||||||||||||15,7992||1|1|0||||||
35DM007|"TAPON HEMBRA PVC CA  4"""|PZA||||||||||||24,6384||1|1|0||||||
35DM050|"TAPON MACHO PVC 2 """|PZA||||||||||||5,9856||1|1|0||||||
35DM051|"TAPON MACHO PVC 2 1/2"""|PZA||||||||||||12,8064||1|1|0||||||
35DM052|"TAPON MACHO PVC 3"""|PZA||||||||||||15,7992||1|1|0||||||
35DM053|"TAPON MACHO PVC 4"""|PZA||||||||||||24,6384||1|1|0||||||
35DM054|"TAPON MACHO PVC 6"""|PZA||||||||||||93,264||1|1|0||||||
35DM100|"TAPON MACHO PVC JR  3"""|PZA||||||||||||0||1|1|0||||||
35DM101|"TAPON MACHO PVC JR  4"""|PZA||||||||||||0||1|1|0||||||
35DM141|"TAPON PVC PO  1/2"""|PZA||||||||||||2,784||1|1|0||||||
35DM142|"TAPON PVC PO  3/4"""|PZA||||||||||||3,8976||1|1|0||||||
35DM143|"TAPON PVC PO 1 """|PZA||||||||||||5,916||1|1|0||||||
35DM144|"TAPON PVC PO 1 1/2"""|PZA||||||||||||13,6416||1|1|0||||||
35DM145|"TAPON PVC PO 2 """|PZA||||||||||||18,5136||1|1|0||||||
35DM150|"TAPON PVC CA DESAGUE  1 1/2"""|PZA||||||||||||0,696||1|1|0||||||
35DM151|"TAPON PVC CA DESAGUE  2 """|PZA||||||||||||1,1832||1|1|0||||||
35DM152|"TAPON PVC CA DESAGUE  2 1/2"""|PZA||||||||||||1,8096||1|1|0||||||
35DM153|"TAPON PVC CA DESAGUE  3"""|PZA||||||||||||2,784||1|1|0||||||
35DM154|"TAPON PVC CA DESAGUE  4"""|PZA||||||||||||5,1504||1|1|0||||||
35DM155|"TAPON PVC CA DESAGUE  6"""|PZA||||||||||||19,5576||1|1|0||||||
35DM200|"TAPON PVC CA o TU   1/2"""|PZA||||||||||||0,99528||1|1|0||||||
35DM201|"TAPON PVC CA o TU   3/4"""|PZA||||||||||||1,55208||1|1|0||||||
35DM202|"TAPON PVC CA o TU  1 """|PZA||||||||||||2,1576||1|1|0||||||
35DM203|"TAPON PVC CA o TU  1 1/2"""|PZA||||||||||||4,6632||1|1|0||||||
35DM204|"TAPON PVC CA o TU  2 """|PZA||||||||||||6,4728||1|1|0||||||
35DM205|"TAPON PVC CA o TU  2 1/2"""|PZA||||||||||||12,8064||1|1|0||||||
35DM206|"TAPON PVC CA o TU  3"""|PZA||||||||||||17,97768||1|1|0||||||
35DM207|"TAPON PVC CA o TU  4"""|PZA||||||||||||34,19448||1|1|0||||||
35DM208|"TAPON PVC CA o TU  6"""|PZA||||||||||||74,8896||1|1|0||||||
35DM209|"TAPON PVC CA o TU  8"""|PZA||||||||||||147,4824||1|1|0||||||
35DM210|"TAPON PVC CA o TU 10"""|PZA||||||||||||225,852||1|1|0||||||
35DM250|"TAPON PVC RI    1/2"""|PZA||||||||||||0,7656||1|1|0||||||
35DM251|"TAPON PVC RI    3/4"""|PZA||||||||||||1,392||1|1|0||||||
35DM252|"TAPON PVC RI   1 """|PZA||||||||||||2,0184||1|1|0||||||
35DM253|"TAPON PVC RI   1 1/2"""|PZA||||||||||||3,6888||1|1|0||||||
35DM254|"TAPON PVC RI   2 """|PZA||||||||||||8,40072||1|1|0||||||
35DM255|"TAPON PVC RI   2 1/2"""|PZA||||||||||||12,8064||1|1|0||||||
35DM256|"TAPON PVC RI   3"""|PZA||||||||||||21,2976||1|1|0||||||
35DM257|"TAPON PVC RI   4"""|PZA||||||||||||40,2288||1|1|0||||||
35DN001|"TRANSICION CA-RE PVC  1/2"" x13 CM"|PZA||||||||||||1,3224||1|1|0||||||
35DN002|"TRANSICION CA-RE PVC  3/4"" x14 CM"|PZA||||||||||||1,9488||1|1|0||||||
35DN003|"TRANSICION CA-RE PVC 1 "" x 15 CM"|PZA||||||||||||3,0624||1|1|0||||||
35DN004|"TRANSICION CA-RE PVC 1 1/2"" x17 CM"|PZA||||||||||||5,568||1|1|0||||||
